"MF_name","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell","memory_CD8T","B_memory"
"ANKRD50","4.209495","4.9329805","7.585352","5.312676","7.6743395","4.612743","3.6129155","3.993579","2.954475","3.1914945"
"SNORA68","6.009803","4.5492095","4.702382","5.195544","5.051927","4.756365","9.2606645","4.963774","6.8125495","3.5917685"
"HNMT","3.303752","3.2333225","8.09341","4.58211","6.003723","3.292205","3.206204","3.290141","2.998882","2.9106985"
"COBLL1","2.393404","2.709835","2.640475","2.5211785","2.6289285","2.663014","2.873465","2.53383","2.4472395","4.403483"
"TMED2","8.217961","9.111095","9.574103","9.6430255","9.3758615","6.057652","12.4324385","4.887027","10.8884845","12.7351415"
"LMTK2","2.772528","3.050716","2.957055","3.355297","2.984167","2.862696","6.1648095","2.973238","6.486378","6.9543355"
"TBC1D9B","7.529339","8.48462","9.618975","9.263041","9.649506","8.78554","5.765163","8.266795","8.036531","7.8221165"
"LINC00513","4.790765","4.5016725","4.677264","5.0125105","5.074536","4.611852","8.948785","4.549068","8.032707","5.962737"
"CTTNBP2NL","3.46208","3.4687875","7.111542","6.870496","6.35796","3.655381","4.1075935","3.421278","3.4630825","3.560329"
"PLAUR","5.216687","6.178884","10.038618","12.036866","10.405539","5.957124","6.499365","5.371174","4.821404","5.114465"
"ACTR2","7.397556","6.544645","6.180305","5.846408","5.207382","4.663463","4.373734","6.805296","5.753852","4.781557"
"SLAIN2","6.793918","7.8230905","8.266859","8.9495175","8.702458","7.617152","8.445732","7.564013","7.840513","7.284264"
"SLC7A8","6.539378","6.05258","9.538616","8.953563","9.537444","6.312045","5.0222625","6.671306","4.4634155","4.8932"
"ANXA4","4.944237","9.2453025","11.899828","10.875235","11.2831045","7.487926","5.129166","5.997569","7.5993765","9.2355245"
"PSMA3","7.274246","5.558152","4.742467","4.938902","4.428181","4.747794","7.681344","5.942705","10.124183","8.2296465"
"HYPK","9.609207","8.8890555","8.317904","7.908353","8.3449715","9.23238","12.569447","8.091041","9.7862195","11.913701"
"PRF1","6.27628","14.090743","5.717442","7.439626","6.140818","7.661359","7.8574525","9.622195","12.9890535","5.9973295"
"AKAP13","8.829246","10.9177735","8.305651","9.343718","8.990425","7.383659","9.469975","9.244631","10.2547765","8.7819455"
"LINC-PINT","5.198726","4.854972","5.273712","5.4952555","5.0808395","5.313074","8.9545785","5.35562","9.210355","6.007352"
"KLRD1","5.086779","11.754168","4.234516","5.2470265","4.2880835","5.158317","5.0907395","6.048978","10.767051","3.7812335"
"BCL2","8.36785","9.040316","5.44425","5.757255","8.1540775","9.8981","8.329694","11.419709","8.438283","9.1950255"
"ACTN1","8.417018","5.8980635","9.955537","11.2470575","9.915157","7.781561","5.954425","9.09715","5.5645695","4.595898"
"GSTO1","7.859989","9.5431485","12.014316","12.74467","12.207199","9.333214","9.492087","8.109079","7.6344185","9.704626"
"ZEB2","3.736188","3.378785","3.69337","3.970364","3.718479","4.080301","4.29171","3.746896","7.2275425","4.6987345"
"MAOA","3.482112","3.3204945","8.169481","4.780062","9.699402","4.286128","3.021761","3.057783","2.652607","2.7395285"
"PNN","10.245958","10.604206","9.939144","8.116901","8.6697885","10.443551","10.243132","10.556503","11.2156115","11.5328495"
"MS4A4A","2.7381","2.844077","13.22301","9.5057945","11.7861945","2.798414","2.969343","2.718591","2.6741335","3.855901"
"GPNMB","3.872192","3.5833285","14.260637","13.7514705","13.6517465","5.006003","5.5183595","3.600659","3.316436","5.4577795"
"EPB41L3","3.767332","3.198611","8.61743","7.686239","9.2147385","3.061573","2.9253995","3.231424","2.7172855","2.8945545"
"ATP6V1D","8.068119","9.3171545","11.153957","11.0266855","11.811261","9.20786","9.1322715","8.212261","7.5226355","9.602235"
"NAP1L4","3.95082","4.109907","3.500261","3.547855","3.6223215","3.545704","4.1545855","3.822645","6.310862","4.536631"
"ESYT2","10.546645","11.0089795","8.884782","7.63187","8.2170295","8.664466","7.8567005","10.88577","9.690819","7.374047"
"PRKCQ","7.79123","8.391942","4.619466","5.4404375","5.1618545","7.726485","6.7314475","7.570076","8.243612","4.235078"
"TKT","7.146147","8.2847275","11.554064","10.522424","10.8855845","8.844003","8.448148","7.598166","7.1426205","8.6418415"
"RUFY1","7.370167","7.1742685","9.19547","7.6272095","8.4556485","7.889314","6.9079305","7.238231","6.783019","6.8166385"
"IFITM1","12.170222","12.711016","5.266655","8.715729","5.3299085","10.980374","8.167608","12.014874","11.8956145","7.4969455"
"TXN","5.490221","5.2241715","7.987771","8.369295","7.3384305","7.036519","11.747485","4.153572","9.5182245","11.465653"
"FKBP1A","7.873245","7.316066","8.909225","9.5837385","9.3918845","7.432881","11.089584","5.63852","8.8146985","10.0412515"
"PTGDR","4.107643","8.9541125","3.804448","4.0380365","3.8193125","4.107789","4.0752605","4.059223","6.271857","3.888766"
"SKAP2","3.201814","9.271144","10.114446","9.4988055","9.644901","6.740485","3.131983","5.604643","6.386695","8.6734675"
"SORT1","6.622746","6.339271","11.072005","11.524635","9.9366715","6.367397","4.9717015","6.796401","4.396802","4.486887"
"IGK","5.06497","5.177289","5.041423","5.424853","5.124925","5.43868","5.9789515","5.231661","4.775517","10.449927"
"CLTA","9.595581","10.3517145","12.151276","11.774189","11.762716","10.364383","10.1661375","9.744888","8.627163","10.3530005"
"ARHGEF40","4.107981","3.922403","8.8541","7.4401135","8.8492215","3.625276","3.7241235","4.44949","3.396848","3.3749315"
"CHTF8","5.999616","5.500453","5.901561","6.1128505","5.7568545","6.181844","9.685358","6.102669","8.2098435","8.4609485"
"MS4A7","3.114536","5.8891805","12.468034","10.5069325","11.7718605","3.081537","2.919583","4.300019","2.668804","4.9518095"
"LARP4B","4.648135","4.0364825","3.807403","4.203793","3.997764","3.923835","7.721692","3.970111","6.37517","6.6099065"
"CYBRD1","4.246176","8.057853","9.581162","5.7508225","9.4920645","4.847482","4.4017465","4.421111","3.5842035","3.90171"
"MARCKS","5.314486","4.5054935","7.846293","6.1671735","6.8002065","4.099954","4.5776715","3.859086","4.185305","8.2845565"
"ALCAM","4.8601","4.6007215","8.346021","9.869057","10.198949","4.461659","6.3656205","3.954408","4.755972","7.132639"
"LILRB3","5.55851","6.0917075","9.347621","9.441234","8.271401","7.442366","6.0730775","6.952631","5.7558225","6.247566"
"PTAFR","5.517265","5.19475","7.950325","7.3122625","6.6083235","6.295994","5.760989","6.030533","4.617095","5.082421"
"SKIL","6.442296","5.0475345","4.617392","4.6858835","5.225251","3.763431","11.0129495","3.644672","7.786753","10.2077535"
"PLXND1","5.795817","8.2612645","10.672107","10.421017","9.6586585","6.207957","5.689308","6.02371","9.257054","4.921879"
"KYNU","7.232969","6.3803245","9.028585","11.033706","11.480113","6.756816","4.498454","6.529386","4.3872325","7.945599"
"GIMAP5","10.88004","8.6909715","6.897565","9.151311","7.1573215","9.831986","8.9703345","10.743299","9.6030355","4.6980555"
"OSBPL1A","4.489167","4.3574245","10.051334","8.2745935","9.5125125","5.433691","4.337284","5.246666","3.3729535","3.828847"
"CCDC88C","6.383928","6.1708105","4.651319","4.6530035","3.9555195","5.667297","7.0971525","7.585365","8.326789","7.0634885"
"VMA21","9.803495","9.623654","9.622588","8.367268","9.3793195","9.455521","9.18906","9.962489","7.6049665","8.1991085"
"HNRNPH1","3.581886","4.4810135","3.712523","3.1052425","3.388666","3.778706","7.888163","4.195742","10.209788","7.66524"
"UBE2G2","7.346616","7.8844205","6.801298","7.356095","7.0532525","7.16309","10.7142145","7.274717","9.8574635","9.7920165"
"PDE12","4.571907","4.2984435","4.781087","4.8819105","4.6708575","5.018933","9.1138325","4.871271","6.1767075","5.1597665"
"LAMC1","4.6482","4.784256","6.53071","6.069857","7.2758715","4.170615","3.360717","4.764921","2.838956","6.8888295"
"TAF9B","8.346055","7.527585","6.438356","5.740333","6.4768445","8.203233","8.9266175","8.036061","8.027934","8.32824"
"FLVCR2","5.802165","4.845046","6.118837","6.2936905","5.532877","5.261729","5.1657535","5.412483","4.6801875","4.447031"
"THEMIS","7.403442","4.1848475","3.168507","3.747619","4.057801","7.717723","4.318562","9.71431","8.4903705","3.8249715"
"IRF4","11.890159","7.368193","5.688147","6.829307","9.828115","10.81015","12.0196345","5.986438","6.886453","11.732138"
"OGT","10.35262","8.8204425","8.247285","7.134803","7.475622","8.089511","11.5775625","8.142241","12.7652215","11.4790375"
"SCARB1","5.542451","4.5890755","9.950154","7.5948145","8.9309175","6.456796","5.3985185","5.707722","5.059285","5.924693"
"PSPC1","6.028082","5.3334905","5.411009","5.6940575","5.6487125","5.857553","10.6992305","5.516021","9.828004","9.298222"
"RAB10","8.166423","7.7369885","10.487922","11.3666195","11.7543465","8.707935","10.477826","7.17106","8.2929435","10.7192075"
"LACTB","7.351731","8.104945","11.460224","11.5601695","11.68766","9.123046","7.621074","8.207739","5.8898885","7.60411"
"TCF4","4.954015","7.557453","6.953333","5.541588","7.1655455","5.108839","5.3544325","4.721762","4.547987","11.142783"
"SYTL2","8.732191","10.329607","3.865544","4.371969","4.614917","5.885729","4.3558675","7.991205","7.9258115","3.2437715"
"CDK9","5.470162","7.957437","7.383086","7.073732","7.942301","7.35408","7.646861","5.659458","7.371323","5.755632"
"TRIO","4.79661","6.5490785","8.197066","7.3766995","8.491698","6.418833","5.0970235","5.270889","5.752071","8.0990355"
"IGHV1-69","2.602203","2.7284985","2.688674","2.811936","2.8362605","2.868182","3.2848","2.661637","2.86625","5.375979"
"DBI","8.944016","11.41604","12.526471","12.1529165","12.7868945","10.910268","10.213984","9.33389","10.858836","11.7994235"
"EFCAB14","5.568819","7.64694","6.966805","7.580927","7.578438","6.739522","9.4563665","6.037872","9.1998425","9.2655315"
"MLLT3","8.567684","6.872152","3.25727","3.7212095","3.6244105","6.864056","5.2960575","7.402394","6.1067415","4.016046"
"TLR4","4.551351","4.292031","8.333431","8.122869","6.8267575","4.725882","5.6727765","4.570983","4.3882795","5.1754035"
"CXXC5","6.501707","11.145515","10.199928","10.3976655","10.5836595","5.963236","5.290156","7.089659","6.5986455","9.1569015"
"CPQ","5.949752","8.1907925","9.297044","8.72257","9.489463","4.897009","4.4872485","7.259025","6.028041","4.9129485"
"CD74","8.365616","9.9832715","13.494298","13.1998775","11.7990085","8.693866","10.6202245","8.645846","12.151761","12.820354"
"SESN3","3.835102","3.6575285","3.140933","3.0865895","3.8166785","3.908594","8.1411215","3.312976","6.020869","6.516687"
"GNAQ","6.467444","5.850649","6.796961","6.826386","6.598395","6.24067","7.332071","5.83278","6.216504","3.8333205"
"TNFSF13","3.347792","3.5844785","4.783579","4.345899","4.598772","4.215414","5.596946","4.086869","5.2285125","6.3816115"
"ASPH","3.985526","3.699281","6.575863","6.660084","5.090631","4.008378","5.186481","4.310322","4.6908525","4.7896655"
"EPAS1","4.20612","3.917043","5.477552","5.1566755","4.9521735","4.447263","9.995643","4.476401","4.2852445","4.3183545"
"APP","5.626205","6.090603","6.728621","7.188583","6.3593545","6.092644","7.866859","6.721459","7.3567445","8.342372"
"CMTM6","9.799059","11.496669","11.758631","12.5230785","12.273105","9.620704","8.85109","9.810066","8.1987335","10.0471175"
"ARGLU1","6.363679","6.5662345","4.852822","3.8393185","4.371137","6.180114","6.646664","7.02452","7.4431935","4.4494575"
"PDLIM5","7.628894","9.216223","10.341562","10.0270295","10.757904","7.596036","6.1317465","8.238746","7.5142575","6.9517475"
"TPM4","8.203893","8.063512","8.109055","9.1408935","9.6649785","7.958951","12.065786","6.035363","10.5397905","13.332925"
"PHLDA1","7.509868","6.364475","6.943804","7.998709","10.1481765","7.420234","9.707185","5.035931","6.024828","3.8474665"
"IGLJ3","3.628976","3.27506","3.585532","3.6755665","3.584293","4.024027","4.4251915","3.800292","4.3699","9.7438055"
"LRP1","6.366549","5.5805675","9.637647","8.36687","7.9094115","6.776069","6.41005","6.526186","5.3408755","5.8026455"
"MSI2","6.442212","6.776165","5.776994","5.8175535","5.9131905","6.79105","9.1945115","6.453951","8.2223445","8.1757385"
"SDF4","8.752581","9.429379","9.8105","9.863162","10.181075","8.982556","8.409794","8.623662","7.1356095","6.4331805"
"LYN","5.678652","10.5116725","10.000278","10.600305","9.271273","5.400564","5.060578","5.890863","6.2803435","9.298144"
"BCAT1","5.316381","5.4710055","10.589997","9.88751","10.1805865","10.06673","6.634451","4.058121","4.134584","8.939565"
"CCNL1","4.072769","4.3154835","3.75446","4.324098","3.848915","3.785908","7.921005","4.303867","9.4450455","6.9916775"
"GLYR1","4.858161","4.6619825","5.831246","6.0201045","4.427131","4.780415","9.4870195","4.85841","8.617904","8.111916"
"RAB6A","5.072035","5.135632","5.735255","5.896148","5.7318475","5.330823","7.364161","5.339093","6.0684135","5.8061945"
"CCDC88A","3.422781","5.305845","7.752687","6.6468765","10.278881","4.504396","5.2476975","4.514537","6.670626","9.932204"
"WEE1","4.511464","5.039821","4.74041","5.1535185","4.632005","5.912907","9.418733","4.607901","7.551064","8.729802"
"PEA15","5.249531","5.627469","9.678614","9.733579","8.252767","5.946077","11.2981485","4.650552","7.871367","9.305211"
"MCM4","3.839892","4.4911775","4.976298","4.6403625","4.799323","8.58241","5.7562315","4.190009","6.734445","9.3249205"
"FCRLA","3.08657","2.970419","3.099608","4.1194515","3.5680405","2.97851","3.5200845","3.185296","3.0289685","8.6544885"
"GGA2","4.988647","4.7761755","4.951398","5.3734835","5.0472405","5.203483","4.572389","5.096873","6.79039","6.141288"
"TMEM241","9.407428","8.578431","8.12417","8.0695425","7.53736","7.62673","9.362959","7.602793","11.0473835","9.403312"
"PITHD1","3.204975","3.550945","4.745584","3.9433675","4.236561","3.168503","8.2180725","3.212712","6.2797655","5.603628"
"DGKE","4.244635","4.5693115","4.344561","4.383608","4.7127245","4.645687","9.8279345","4.524014","7.9090795","7.27399"
"RANBP9","6.01914","4.622538","3.720034","3.6241095","3.7506485","3.850987","9.0861","4.760387","8.9331045","6.4790535"
"HLA-DPA1","5.179799","9.3428175","13.237097","12.9480675","12.2844555","6.475793","7.5470175","7.331618","8.7999775","10.5956345"
"GNL3L","7.117797","6.686507","5.220846","5.4548315","5.8266505","5.21614","7.7385435","5.738374","7.297719","7.039105"
"AAK1","4.760922","4.0502025","3.598886","3.61738","3.334474","3.535669","3.101128","5.608844","7.2338665","3.1619615"
"SPOCK2","10.483083","9.717728","5.50733","6.446465","5.0971435","8.334239","7.9271365","10.664375","10.9024125","7.063882"
"CREBZF","4.06392","4.0248325","4.481064","4.661707","4.681973","4.525305","8.536332","4.688806","7.7234365","7.4571025"
"DMXL2","4.807815","5.462565","10.962095","11.253111","10.515027","5.522861","3.3233265","6.263279","4.3491885","4.6741585"
"RASSF4","5.673251","6.043491","7.788202","8.693843","7.4941755","6.936162","5.3918035","6.226803","5.16343","5.1185225"
"MBNL1","4.954023","5.3451615","4.61788","5.1134765","5.0791695","4.747536","8.5762985","5.091615","10.22415","7.5604875"
"HP1BP3","7.618862","8.252542","6.144353","5.845514","6.3061605","7.091805","5.974621","8.418527","6.6195425","6.84696"
"ZNF775","4.902395","4.590195","4.753994","5.269031","4.7725585","5.43833","5.2001005","5.256299","4.9540595","8.729114"
"SEPT6","7.875047","8.6300725","5.837111","6.65754","6.042596","7.000019","8.5572175","8.092888","9.28577","9.2730265"
"KTN1","11.26482","10.9708045","11.111514","10.016575","11.6233585","9.649217","8.170447","10.138737","8.840351","9.272883"
"ANKH","6.119556","5.424744","7.248038","6.3506085","5.292354","6.459921","9.235171","5.921446","7.182814","6.5444615"
"LEPROT","6.685992","9.221598","11.240823","10.613053","10.874365","7.867814","7.970388","9.348639","7.671201","7.5079675"
"LILRB1","5.309101","6.3362965","10.02286","9.745455","9.3660875","5.819664","5.517508","6.152909","7.2385635","7.2451385"
"CYBB","4.510746","5.266488","8.481778","12.101853","7.615261","5.343952","4.835271","5.25514","3.9316","9.894075"
"CNOT6L","7.351586","6.2420435","5.728398","5.3942885","4.4853195","4.873926","6.68559","5.050445","8.3556445","6.0751335"
"LAMP1","5.564605","6.6530595","7.892646","7.4545815","8.7813645","6.105255","9.485406","6.671609","8.7365095","8.582687"
"FCRL2","4.111956","3.8375615","3.806397","4.102974","4.54365","4.168733","4.458219","3.804525","3.568075","8.178698"
"SLC4A5","5.467979","4.6673395","4.624395","4.8068995","5.065164","4.704485","7.4810375","4.858868","4.945903","6.0980865"
"TSEN54","8.11342","10.1893425","7.803909","7.538698","7.4825565","8.810353","6.467147","9.086817","8.8043535","6.5759715"
"VPS37C","7.296837","6.363883","9.754616","10.0236595","9.346199","7.770225","7.157414","6.45627","6.3918105","8.0772255"
"TLE1","5.622377","5.5995875","5.38079","5.541003","5.212614","5.038711","4.901414","5.000811","4.897512","6.550476"
"TICAM2","4.308963","5.2370265","6.955944","7.675696","7.180582","5.279895","3.821068","4.858907","3.650343","5.840489"
"JUND","4.399368","6.120902","6.65811","6.50798","4.8929895","4.344595","8.70076","4.696986","7.769301","5.193051"
"PSEN1","7.112193","7.3091","9.971084","10.100718","9.7022865","7.460594","7.37551","7.007488","6.0677785","6.5046135"
